unit_number,cycle,mission_altitude_m,mission_airspeed_kmh,throttle_pct,rpm,rpm_twin,oil_pressure_kpa,oil_pressure_twin,oil_temp_c,oil_temp_twin,fuel_flow_lph,fuel_flow_twin,vibration_rms_g,cht_1_c,cht_2_c,cht_3_c,cht_4_c,cht_1_twin,cht_2_twin,cht_3_twin,cht_4_twin,egt_1_c,egt_2_c,egt_3_c,egt_4_c,egt_1_twin,egt_2_twin,egt_3_twin,egt_4_twin,fault_class,fault_name,fault_severity,RUL,failed_at_end
54,248,4797.0,134.9,63.9,4398.5,4430.0,136.8,137.6,84.0,83.5,9.8,11.44,0.093,60.6,57.7,59.3,59.8,59.6,59.6,59.6,59.6,553.1,563.9,558.7,562.7,545.1,545.1,545.1,545.1,7,fuel_pump_degradation,0.256,61,0
54,249,4797.4,134.9,63.6,4379.8,4418.6,137.6,137.6,83.6,83.4,9.74,11.42,0.1,60.0,59.3,59.8,61.4,59.4,59.4,59.4,59.4,549.8,559.3,555.3,566.5,544.6,544.6,544.6,544.6,7,fuel_pump_degradation,0.268,60,0
54,250,4797.7,134.9,64.0,4388.4,4430.3,137.5,137.6,84.5,83.5,10.0,11.44,0.082,58.9,58.8,60.9,58.1,59.6,59.6,59.6,59.6,566.1,552.0,568.3,561.0,545.1,545.1,545.1,545.1,7,fuel_pump_degradation,0.28,59,0
54,251,4798.0,134.8,65.7,4457.3,4496.3,135.2,137.9,83.8,83.7,10.0,11.56,0.093,60.1,60.6,62.5,60.5,60.5,60.5,60.5,60.5,570.2,562.3,562.1,569.5,548.2,548.2,548.2,548.2,7,fuel_pump_degradation,0.293,58,0
54,252,4798.3,134.8,65.7,4458.1,4494.7,132.8,137.9,82.1,83.7,9.81,11.55,0.082,61.2,60.5,62.7,60.1,60.5,60.5,60.5,60.5,563.3,560.0,568.3,569.4,548.1,548.1,548.1,548.1,7,fuel_pump_degradation,0.305,57,0
54,253,4798.5,134.8,63.4,4383.8,4408.7,135.5,137.5,82.8,83.4,9.03,11.4,0.115,58.7,59.7,61.8,58.3,59.3,59.3,59.3,59.3,564.8,563.5,550.9,554.1,544.1,544.1,544.1,544.1,7,fuel_pump_degradation,0.317,56,0
54,254,4798.7,134.8,63.3,4368.4,4406.6,139.3,137.5,84.2,83.4,8.9,11.4,0.101,56.6,57.8,59.2,62.3,59.2,59.2,59.2,59.2,561.7,555.8,559.9,561.3,544.0,544.0,544.0,544.0,7,fuel_pump_degradation,0.329,55,0
54,255,4799.0,134.8,63.0,4331.6,4392.6,136.3,137.4,83.8,83.3,8.65,11.38,0.104,57.8,58.8,58.2,59.0,59.0,59.0,59.0,59.0,562.3,563.7,578.4,559.6,543.4,543.4,543.4,543.4,7,fuel_pump_degradation,0.341,54,0
54,256,4799.2,134.8,64.2,4386.7,4439.6,134.9,137.6,84.8,83.5,9.76,11.46,0.086,56.7,58.6,60.4,60.8,59.7,59.7,59.7,59.7,565.2,565.4,556.7,558.3,545.5,545.5,545.5,545.5,7,fuel_pump_degradation,0.354,53,0
54,257,4799.3,134.8,64.9,4416.2,4466.8,139.7,137.8,82.4,83.6,8.77,11.51,0.081,58.5,62.1,60.6,58.4,60.1,60.1,60.1,60.1,569.0,576.7,558.7,560.4,546.8,546.8,546.8,546.8,7,fuel_pump_degradation,0.366,52,0
54,258,4799.5,134.7,64.3,4366.2,4442.2,143.1,137.7,82.5,83.5,9.4,11.46,0.086,62.4,61.5,59.3,59.1,59.8,59.8,59.8,59.8,575.2,570.7,572.2,566.3,545.7,545.7,545.7,545.7,7,fuel_pump_degradation,0.378,51,0
54,259,4799.6,134.7,64.6,4387.2,4454.1,133.5,137.7,84.3,83.5,8.81,11.48,0.097,59.6,61.3,59.6,59.8,59.9,59.9,59.9,59.9,568.2,568.0,555.0,568.1,546.2,546.2,546.2,546.2,7,fuel_pump_degradation,0.39,50,0
54,260,4799.7,134.7,65.5,4427.7,4487.3,142.0,137.8,83.3,83.6,9.16,11.54,0.081,60.6,59.7,60.1,61.0,60.4,60.4,60.4,60.4,567.9,567.5,561.9,562.0,547.8,547.8,547.8,547.8,7,fuel_pump_degradation,0.402,49,0
54,261,4799.8,134.7,65.0,4418.3,4469.5,141.5,137.8,84.4,83.6,9.49,11.51,0.117,60.4,60.5,61.5,59.8,60.2,60.2,60.2,60.2,574.3,561.8,563.0,574.6,546.9,546.9,546.9,546.9,7,fuel_pump_degradation,0.415,48,0
54,262,4799.9,134.7,63.3,4348.9,4404.0,136.6,137.5,84.8,83.4,8.57,11.4,0.087,58.1,57.6,57.6,59.1,59.2,59.2,59.2,59.2,568.9,578.9,560.6,562.9,543.9,543.9,543.9,543.9,7,fuel_pump_degradation,0.427,47,0
54,263,4800.0,134.7,62.8,4326.7,4385.4,140.4,137.4,84.0,83.3,8.85,11.36,0.083,61.4,58.8,58.2,60.5,59.0,59.0,59.0,59.0,570.4,572.9,571.0,562.8,543.0,543.0,543.0,543.0,7,fuel_pump_degradation,0.439,46,0
54,264,4800.0,134.6,63.2,4333.3,4403.0,136.9,137.5,82.6,83.4,9.22,11.39,0.1,59.2,58.5,58.9,59.6,59.2,59.2,59.2,59.2,566.4,576.9,564.7,567.5,543.8,543.8,543.8,543.8,7,fuel_pump_degradation,0.451,45,0
54,265,4800.0,134.6,64.2,4388.6,4441.2,138.0,137.7,83.7,83.5,8.1,11.46,0.087,60.9,58.7,59.5,60.3,59.8,59.8,59.8,59.8,565.9,566.6,575.4,572.0,545.6,545.6,545.6,545.6,7,fuel_pump_degradation,0.463,44,0
54,266,4800.0,134.6,62.6,4308.1,4379.8,139.2,137.4,84.1,83.3,8.79,11.35,0.086,61.2,59.2,60.5,59.7,58.9,58.9,58.9,58.9,580.5,572.5,570.0,574.4,542.7,542.7,542.7,542.7,7,fuel_pump_degradation,0.476,43,0
54,267,4800.0,134.6,63.2,4331.6,4400.5,131.5,137.5,83.9,83.4,8.8,11.39,0.084,59.9,58.1,58.1,59.0,59.2,59.2,59.2,59.2,568.4,560.7,570.3,573.1,543.7,543.7,543.7,543.7,7,fuel_pump_degradation,0.488,42,0
54,268,4799.9,134.6,61.8,4274.6,4349.5,134.5,137.3,83.6,83.2,8.45,11.3,0.119,58.8,58.8,58.5,59.4,58.5,58.5,58.5,58.5,581.7,570.4,574.0,561.8,541.3,541.3,541.3,541.3,7,fuel_pump_degradation,0.5,41,0
54,269,4799.8,134.5,64.0,4358.2,4431.9,137.3,137.6,82.1,83.5,8.26,11.44,0.101,58.5,60.4,60.2,59.5,59.6,59.6,59.6,59.6,572.6,573.2,572.8,573.8,545.2,545.2,545.2,545.2,7,fuel_pump_degradation,0.512,40,0
54,270,4799.8,134.5,63.7,4347.2,4421.6,135.9,137.6,83.0,83.4,8.75,11.43,0.113,60.1,59.9,58.5,60.7,59.5,59.5,59.5,59.5,579.5,566.0,568.3,574.3,544.7,544.7,544.7,544.7,7,fuel_pump_degradation,0.524,39,0
54,271,4799.6,134.5,64.1,4357.3,4436.1,137.1,137.6,82.9,83.5,8.09,11.45,0.095,58.6,61.5,59.6,59.4,59.7,59.7,59.7,59.7,587.9,571.2,574.2,574.6,545.4,545.4,545.4,545.4,7,fuel_pump_degradation,0.537,38,0
54,272,4799.5,134.5,62.3,4278.9,4365.6,139.9,137.3,82.6,83.3,8.38,11.33,0.086,60.1,57.8,58.5,59.7,58.7,58.7,58.7,58.7,570.0,571.8,574.9,574.0,542.1,542.1,542.1,542.1,7,fuel_pump_degradation,0.549,37,0
54,273,4799.4,134.4,63.5,4326.5,4413.4,137.4,137.5,83.7,83.4,7.94,11.41,0.097,58.0,61.2,57.9,61.0,59.4,59.4,59.4,59.4,578.2,583.8,579.6,590.7,544.3,544.3,544.3,544.3,7,fuel_pump_degradation,0.561,36,0
54,274,4799.2,134.4,63.0,4322.2,4395.8,136.0,137.5,84.2,83.4,7.93,11.38,0.095,57.6,61.0,58.1,59.8,59.1,59.1,59.1,59.1,577.5,573.3,573.3,572.1,543.5,543.5,543.5,543.5,7,fuel_pump_degradation,0.573,35,0
54,275,4799.0,134.4,64.2,4362.0,4439.4,137.9,137.6,83.3,83.5,8.36,11.46,0.1,60.0,60.6,60.1,57.6,59.8,59.8,59.8,59.8,588.6,579.6,577.0,580.6,545.5,545.5,545.5,545.5,7,fuel_pump_degradation,0.585,34,0
54,276,4798.8,134.4,62.4,4279.3,4371.8,136.9,137.4,83.4,83.3,7.79,11.34,0.086,57.5,57.9,58.9,58.7,58.8,58.8,58.8,58.8,585.9,577.7,583.4,573.6,542.4,542.4,542.4,542.4,7,fuel_pump_degradation,0.598,33,0
54,277,4798.5,134.3,64.5,4342.5,4452.6,137.1,137.7,83.7,83.5,8.18,11.48,0.087,60.1,56.9,59.1,59.3,60.0,60.0,60.0,60.0,581.1,582.6,587.2,578.3,546.2,546.2,546.2,546.2,7,fuel_pump_degradation,0.61,32,0
54,278,4798.3,134.3,62.2,4267.2,4365.5,139.2,137.3,83.2,83.3,7.31,11.33,0.094,58.1,57.8,61.1,61.2,58.7,58.7,58.7,58.7,571.6,578.4,578.7,583.5,542.1,542.1,542.1,542.1,7,fuel_pump_degradation,0.622,31,0
54,279,4798.0,134.3,64.2,4349.6,4439.3,136.4,137.6,83.1,83.5,8.26,11.46,0.085,61.4,58.6,61.4,61.3,59.8,59.8,59.8,59.8,588.3,588.9,588.5,576.9,545.5,545.5,545.5,545.5,7,fuel_pump_degradation,0.634,30,0
54,280,4797.7,134.3,63.4,4301.0,4408.1,135.9,137.5,84.0,83.4,7.59,11.4,0.087,59.8,61.2,59.0,60.2,59.4,59.4,59.4,59.4,583.0,589.0,577.9,580.6,544.1,544.1,544.1,544.1,7,fuel_pump_degradation,0.646,29,0
54,281,4797.4,134.2,60.7,4205.0,4305.0,136.9,137.1,83.4,83.1,6.77,11.22,0.104,56.8,58.7,56.0,58.5,57.9,57.9,57.9,57.9,582.3,576.7,573.7,569.4,539.3,539.3,539.3,539.3,7,fuel_pump_degradation,0.659,28,0
54,282,4797.1,134.2,63.2,4284.5,4402.8,136.5,137.5,82.8,83.4,6.8,11.39,0.097,60.5,61.1,60.6,61.0,59.3,59.3,59.3,59.3,582.5,585.5,583.7,584.5,543.8,543.8,543.8,543.8,7,fuel_pump_degradation,0.671,27,0
54,283,4796.7,134.2,62.8,4291.3,4386.4,135.4,137.4,83.3,83.3,7.73,11.37,0.101,58.7,57.7,60.1,59.4,59.1,59.1,59.1,59.1,589.2,587.1,570.8,588.1,543.1,543.1,543.1,543.1,7,fuel_pump_degradation,0.683,26,0
54,284,4796.3,134.2,63.0,4285.3,4392.2,133.5,137.4,84.6,83.3,7.36,11.38,0.094,60.6,58.8,58.4,60.1,59.1,59.1,59.1,59.1,582.1,584.0,595.2,575.6,543.4,543.4,543.4,543.4,7,fuel_pump_degradation,0.695,25,0
54,285,4795.9,134.1,62.2,4262.2,4362.6,137.6,137.3,83.4,83.3,7.18,11.32,0.082,57.3,56.9,59.8,59.6,58.7,58.7,58.7,58.7,596.9,582.2,581.9,590.6,542.0,542.0,542.0,542.0,7,fuel_pump_degradation,0.707,24,0
54,286,4795.5,134.1,62.5,4272.6,4374.5,136.1,137.4,82.7,83.3,7.11,11.35,0.089,57.4,59.3,59.2,58.5,58.9,58.9,58.9,58.9,578.4,590.6,595.3,585.6,542.5,542.5,542.5,542.5,7,fuel_pump_degradation,0.72,23,0
54,287,4795.1,134.1,62.8,4283.9,4385.8,135.0,137.4,84.9,83.3,6.57,11.37,0.094,58.4,58.7,58.1,59.7,59.1,59.1,59.1,59.1,591.0,587.2,588.4,596.7,543.1,543.1,543.1,543.1,7,fuel_pump_degradation,0.732,22,0
54,288,4794.6,134.0,62.7,4261.7,4381.6,138.7,137.4,84.1,83.3,7.05,11.36,0.082,60.8,59.8,56.1,58.9,59.0,59.0,59.0,59.0,579.0,588.5,589.2,579.9,542.9,542.9,542.9,542.9,7,fuel_pump_degradation,0.744,21,0
54,289,4794.2,134.0,64.1,4325.6,4435.2,143.9,137.6,84.3,83.5,7.18,11.45,0.102,62.2,60.3,60.8,60.2,59.8,59.8,59.8,59.8,591.3,588.8,598.2,580.3,545.4,545.4,545.4,545.4,7,fuel_pump_degradation,0.756,20,0
54,290,4793.7,134.0,61.4,4219.7,4333.0,137.4,137.2,83.8,83.2,6.56,11.27,0.099,58.7,59.9,57.8,55.7,58.3,58.3,58.3,58.3,585.9,584.1,583.1,588.8,540.6,540.6,540.6,540.6,7,fuel_pump_degradation,0.768,19,0
54,291,4793.1,133.9,62.3,4247.5,4367.2,136.0,137.3,83.8,83.3,6.27,11.33,0.083,60.8,57.1,57.1,59.9,58.8,58.8,58.8,58.8,582.1,584.0,582.3,591.3,542.2,542.2,542.2,542.2,7,fuel_pump_degradation,0.78,18,0
54,292,4792.6,133.9,61.0,4201.1,4316.5,135.4,137.1,81.9,83.1,6.49,11.25,0.087,57.5,58.6,60.2,57.3,58.1,58.1,58.1,58.1,577.5,589.7,584.9,584.9,539.9,539.9,539.9,539.9,7,fuel_pump_degradation,0.793,17,0
54,293,4792.0,133.9,61.8,4240.5,4348.9,138.2,137.3,85.9,83.2,6.25,11.3,0.082,59.6,58.8,59.7,57.0,58.6,58.6,58.6,58.6,586.7,584.9,590.8,583.5,541.4,541.4,541.4,541.4,7,fuel_pump_degradation,0.805,16,0
54,294,4791.5,133.9,61.8,4229.5,4349.9,135.7,137.3,83.5,83.2,5.99,11.3,0.086,58.0,59.3,59.0,60.0,58.6,58.6,58.6,58.6,592.2,588.0,594.8,594.7,541.5,541.5,541.5,541.5,7,fuel_pump_degradation,0.817,15,0
54,295,4790.9,133.8,61.6,4217.5,4340.6,137.5,137.2,81.8,83.2,5.83,11.29,0.099,56.0,60.7,57.9,57.5,58.5,58.5,58.5,58.5,579.6,584.6,581.2,602.5,541.0,541.0,541.0,541.0,7,fuel_pump_degradation,0.829,14,0
54,296,4790.2,133.8,61.7,4225.9,4345.3,136.3,137.3,84.3,83.2,5.89,11.3,0.11,59.0,59.1,59.4,58.1,58.6,58.6,58.6,58.6,596.2,592.1,600.3,596.3,541.3,541.3,541.3,541.3,7,fuel_pump_degradation,0.841,13,0
54,297,4789.6,133.8,62.1,4230.4,4357.9,140.4,137.3,84.0,83.2,5.98,11.32,0.081,60.5,59.3,58.3,59.6,58.7,58.7,58.7,58.7,594.9,586.4,596.7,595.5,541.9,541.9,541.9,541.9,7,fuel_pump_degradation,0.854,12,0
54,298,4789.0,133.7,61.1,4191.3,4321.9,139.8,137.2,83.5,83.1,5.72,11.26,0.128,60.2,57.8,59.4,58.6,58.2,58.2,58.2,58.2,586.6,588.4,591.4,589.6,540.2,540.2,540.2,540.2,7,fuel_pump_degradation,0.866,11,0
54,299,4788.3,133.7,61.6,4219.3,4340.9,135.8,137.2,82.7,83.2,5.76,11.29,0.084,55.5,60.9,57.5,58.9,58.5,58.5,58.5,58.5,589.7,601.0,588.7,602.3,541.1,541.1,541.1,541.1,7,fuel_pump_degradation,0.878,10,0
54,300,4787.6,133.6,61.0,4195.0,4319.7,133.4,137.1,81.1,83.1,6.16,11.25,0.087,56.8,57.9,56.9,58.8,58.2,58.2,58.2,58.2,597.5,590.7,591.9,597.1,540.1,540.1,540.1,540.1,7,fuel_pump_degradation,0.89,9,0
54,301,4786.9,133.6,62.0,4231.4,4356.8,141.4,137.3,81.4,83.2,5.66,11.32,0.111,59.5,58.6,59.1,55.4,58.8,58.8,58.8,58.8,595.7,591.5,586.4,596.5,541.8,541.8,541.8,541.8,7,fuel_pump_degradation,0.902,8,0
54,302,4786.1,133.6,60.9,4166.9,4313.0,138.2,137.1,82.9,83.1,5.66,11.24,0.086,57.3,58.8,57.7,57.9,58.1,58.1,58.1,58.1,594.8,595.8,602.8,591.6,539.8,539.8,539.8,539.8,7,fuel_pump_degradation,0.915,7,0
54,303,4785.4,133.5,61.7,4190.7,4345.1,136.1,137.2,83.9,83.2,5.93,11.3,0.09,59.4,60.1,58.1,59.4,58.6,58.6,58.6,58.6,598.2,594.8,589.8,593.4,541.3,541.3,541.3,541.3,7,fuel_pump_degradation,0.927,6,0
54,304,4784.6,133.5,61.2,4174.5,4326.8,137.9,137.2,83.8,83.2,5.72,11.27,0.108,59.0,56.9,59.6,58.9,58.4,58.4,58.4,58.4,593.2,603.2,592.2,594.9,540.5,540.5,540.5,540.5,7,fuel_pump_degradation,0.939,5,0
54,305,4783.8,133.5,62.2,4231.9,4362.4,134.1,137.3,82.9,83.3,5.99,11.33,0.089,57.3,57.6,59.1,59.9,58.9,58.9,58.9,58.9,608.4,581.1,595.3,594.7,542.1,542.1,542.1,542.1,7,fuel_pump_degradation,0.951,4,0
54,306,4783.0,133.4,60.5,4151.6,4297.7,140.9,137.1,82.6,83.1,5.93,11.22,0.083,58.0,58.1,56.6,58.5,58.0,58.0,58.0,58.0,595.9,599.3,599.9,595.6,539.1,539.1,539.1,539.1,7,fuel_pump_degradation,0.963,3,0
54,307,4782.2,133.4,61.4,4190.2,4334.1,138.8,137.2,83.1,83.2,5.55,11.28,0.102,58.1,59.6,60.2,56.2,58.5,58.5,58.5,58.5,606.8,599.1,596.7,615.6,540.8,540.8,540.8,540.8,7,fuel_pump_degradation,0.976,2,0
54,308,4781.3,133.4,60.7,4159.3,4306.8,137.9,137.1,82.3,83.1,5.36,11.23,0.091,59.7,58.7,57.9,59.5,58.1,58.1,58.1,58.1,616.4,604.7,586.8,601.2,539.6,539.6,539.6,539.6,7,fuel_pump_degradation,0.988,1,0
54,309,4780.4,133.3,61.6,4185.8,4340.4,143.8,137.2,83.5,83.2,5.71,11.29,0.088,58.8,56.7,57.6,58.5,58.6,58.6,58.6,58.6,602.1,601.6,609.9,601.3,541.1,541.1,541.1,541.1,7,fuel_pump_degradation,1.0,0,1
55,1,0.0,90.0,85.7,5254.8,5255.8,141.7,141.1,92.1,92.3,16.0,16.45,0.099,120.2,119.5,122.0,120.9,119.6,119.6,119.6,119.6,673.8,670.5,667.1,675.2,678.8,678.8,678.8,678.8,0,healthy,0.0,125,0
55,2,77.6,90.7,84.7,5225.0,5219.7,137.0,140.9,91.3,92.0,16.43,16.28,0.08,116.1,115.3,117.2,117.0,117.5,117.5,117.5,117.5,671.6,677.9,684.0,669.1,674.2,674.2,674.2,674.2,0,healthy,0.0,125,0
55,3,155.2,91.4,85.8,5264.1,5261.1,140.5,141.1,91.0,92.1,16.56,16.33,0.089,114.3,118.0,117.7,116.1,117.6,117.6,117.6,117.6,672.2,677.7,672.8,672.5,675.5,675.5,675.5,675.5,0,healthy,0.0,125,0
55,4,232.8,92.1,85.4,5229.1,5244.4,141.2,141.0,91.8,91.9,16.39,16.22,0.088,114.9,117.4,116.8,115.7,116.1,116.1,116.1,116.1,672.2,668.2,676.7,673.8,672.4,672.4,672.4,672.4,0,healthy,0.0,125,0
55,5,310.3,92.8,84.6,5215.1,5214.0,140.9,140.9,90.6,91.6,16.25,16.07,0.106,114.3,113.0,114.7,114.1,114.2,114.2,114.2,114.2,679.6,666.5,677.4,659.5,668.4,668.4,668.4,668.4,0,healthy,0.0,125,0
55,6,387.9,93.4,86.6,5290.0,5291.1,139.6,141.2,91.7,91.9,15.75,16.21,0.085,116.0,113.4,116.2,117.0,115.3,115.3,115.3,115.3,674.3,680.7,665.4,670.2,672.3,672.3,672.3,672.3,0,healthy,0.0,125,0
55,7,465.5,94.1,87.1,5302.8,5308.2,139.2,141.3,92.2,91.8,16.07,16.19,0.095,114.2,115.3,114.6,116.7,114.8,114.8,114.8,114.8,670.3,678.0,679.1,674.2,671.7,671.7,671.7,671.7,0,healthy,0.0,125,0
55,8,543.1,94.8,84.2,5193.3,5200.7,142.4,140.8,91.3,91.2,16.04,15.83,0.103,112.2,109.1,110.3,110.8,110.9,110.9,110.9,110.9,661.7,658.2,657.9,652.7,662.2,662.2,662.2,662.2,0,healthy,0.0,125,0
55,9,620.7,95.5,85.1,5230.4,5235.7,140.3,141.0,91.2,91.2,15.64,15.86,0.084,111.5,110.5,110.8,113.3,110.8,110.8,110.8,110.8,653.5,665.0,670.0,664.3,662.9,662.9,662.9,662.9,0,healthy,0.0,125,0
55,10,698.3,96.2,84.6,5211.2,5214.0,138.6,140.9,91.5,91.0,15.7,15.74,0.084,109.2,110.7,110.6,109.0,109.3,109.3,109.3,109.3,657.5,662.1,666.5,662.6,659.7,659.7,659.7,659.7,0,healthy,0.0,125,0
55,11,775.9,96.9,85.7,5255.5,5257.7,137.9,141.1,89.1,91.1,16.27,15.79,0.084,109.3,109.8,110.3,109.7,109.5,109.5,109.5,109.5,673.6,667.7,662.1,658.9,661.0,661.0,661.0,661.0,0,healthy,0.0,125,0
55,12,853.4,97.6,85.4,5234.5,5244.4,140.6,141.0,91.1,90.9,15.65,15.69,0.09,107.0,108.6,106.8,109.4,108.2,108.2,108.2,108.2,660.9,659.6,669.7,656.0,658.4,658.4,658.4,658.4,0,healthy,0.0,125,0
55,13,931.0,98.3,85.8,5260.3,5259.2,141.7,141.1,89.4,90.9,15.62,15.66,0.093,108.9,108.8,108.7,108.2,107.6,107.6,107.6,107.6,666.9,652.3,662.7,660.1,657.7,657.7,657.7,657.7,0,healthy,0.0,125,0
55,14,1008.6,99.0,87.1,5312.5,5311.2,141.6,141.3,91.5,91.0,15.7,15.73,0.086,107.4,106.6,105.9,107.7,108.0,108.0,108.0,108.0,666.1,658.6,664.6,653.4,659.5,659.5,659.5,659.5,0,healthy,0.0,125,0
55,15,1086.2,99.7,87.1,5313.5,5311.2,138.6,141.3,91.2,90.9,15.55,15.67,0.095,104.5,107.3,105.9,109.9,107.1,107.1,107.1,107.1,662.7,671.2,655.3,658.8,657.8,657.8,657.8,657.8,0,healthy,0.0,125,0
55,16,1163.8,100.3,86.5,5289.0,5287.3,135.4,141.2,92.3,90.7,15.76,15.54,0.106,106.6,103.6,107.0,108.3,105.5,105.5,105.5,105.5,651.1,661.5,650.6,670.8,654.5,654.5,654.5,654.5,0,healthy,0.0,125,0
55,17,1241.4,101.0,86.4,5284.5,5283.6,142.1,141.2,90.7,90.5,15.53,15.47,0.089,102.7,105.6,104.8,102.4,104.5,104.5,104.5,104.5,649.0,642.4,653.3,652.2,652.5,652.5,652.5,652.5,0,healthy,0.0,125,0
55,18,1319.0,101.7,86.4,5292.7,5281.6,136.4,141.2,89.6,90.4,15.93,15.4,0.083,102.1,105.9,102.1,104.2,103.6,103.6,103.6,103.6,643.6,655.7,645.9,653.8,650.7,650.7,650.7,650.7,0,healthy,0.0,125,0
55,19,1396.6,102.4,87.5,5334.8,5324.3,146.2,141.4,90.3,90.5,15.63,15.44,0.097,105.6,103.2,103.7,102.9,103.7,103.7,103.7,103.7,652.9,661.1,655.8,663.9,651.9,651.9,651.9,651.9,0,healthy,0.0,125,0
55,20,1474.1,103.1,88.8,5374.1,5372.7,139.2,141.6,89.7,90.6,15.41,15.5,0.092,104.7,103.4,104.5,102.5,104.0,104.0,104.0,104.0,652.6,658.9,653.3,643.7,653.4,653.4,653.4,653.4,0,healthy,0.0,125,0
55,21,1551.7,103.8,86.0,5272.9,5268.1,135.1,141.1,89.1,90.0,15.11,15.18,0.088,99.6,98.6,98.9,98.6,100.7,100.7,100.7,100.7,645.8,641.0,648.4,637.9,644.8,644.8,644.8,644.8,0,healthy,0.0,125,0
55,22,1629.3,104.5,88.1,5350.8,5347.0,143.1,141.5,90.5,90.3,15.21,15.31,0.086,102.6,101.4,102.5,102.2,101.6,101.6,101.6,101.6,638.8,644.4,655.9,649.4,648.3,648.3,648.3,648.3,0,healthy,0.0,125,0
55,23,1706.9,105.2,87.9,5335.6,5338.6,140.9,141.4,91.7,90.1,15.18,15.23,0.09,101.8,101.0,101.0,100.1,100.6,100.6,100.6,100.6,640.4,650.2,644.2,636.0,646.1,646.1,646.1,646.1,0,healthy,0.0,125,0
55,24,1784.5,105.9,86.6,5290.8,5289.5,137.4,141.2,90.0,89.8,15.41,15.05,0.117,101.6,97.5,97.9,99.7,98.6,98.6,98.6,98.6,640.7,636.2,641.0,632.6,641.3,641.3,641.3,641.3,0,healthy,0.0,125,0
55,25,1862.1,106.6,87.0,5311.3,5306.6,138.8,141.3,90.1,89.8,15.18,15.03,0.092,98.1,96.6,97.1,99.3,98.2,98.2,98.2,98.2,648.6,649.4,631.6,649.7,640.8,640.8,640.8,640.8,0,healthy,0.0,125,0
55,26,1939.7,107.2,87.5,5324.2,5326.8,139.9,141.4,90.7,89.7,14.75,15.02,0.111,100.3,98.0,96.3,99.1,97.8,97.8,97.8,97.8,639.3,643.2,651.4,638.0,640.4,640.4,640.4,640.4,0,healthy,0.0,125,0
55,27,2017.2,107.9,85.5,5251.4,5249.0,141.3,141.0,90.9,89.3,14.93,14.77,0.111,94.8,94.7,95.3,95.9,95.3,95.3,95.3,95.3,630.3,633.4,635.3,634.0,634.0,634.0,634.0,634.0,0,healthy,0.0,125,0
55,28,2094.8,108.6,85.6,5258.8,5254.5,140.2,141.1,87.6,89.2,14.3,14.73,0.094,92.4,92.1,94.0,95.0,94.6,94.6,94.6,94.6,627.2,632.2,624.1,621.7,632.7,632.7,632.7,632.7,0,healthy,0.0,125,0
55,29,2172.4,109.3,86.2,5259.9,5275.3,140.3,141.2,88.3,89.2,14.71,14.72,0.084,95.0,93.0,92.6,93.1,94.3,94.3,94.3,94.3,637.0,637.3,619.5,631.2,632.4,632.4,632.4,632.4,0,healthy,0.0,125,0
55,30,2250.0,110.0,87.9,5335.2,5338.7,139.3,141.4,88.5,89.4,14.89,14.8,0.103,94.4,95.2,94.5,92.3,94.8,94.8,94.8,94.8,629.3,628.8,629.7,642.5,634.7,634.7,634.7,634.7,0,healthy,0.0,125,0
55,31,2327.6,110.7,87.8,5343.9,5336.8,140.7,141.4,89.7,89.3,14.77,14.74,0.105,93.1,93.9,93.2,92.5,94.0,94.0,94.0,94.0,618.5,627.7,627.8,640.9,633.0,633.0,633.0,633.0,0,healthy,0.0,125,0
55,32,2405.2,111.4,88.8,5377.9,5373.6,144.0,141.6,89.0,89.3,14.84,14.76,0.109,92.2,96.5,94.5,95.3,93.9,93.9,93.9,93.9,639.6,642.6,634.8,629.8,633.7,633.7,633.7,633.7,0,healthy,0.0,125,0
55,33,2482.8,112.1,87.9,5331.6,5340.9,142.1,141.4,87.7,89.1,14.57,14.63,0.093,91.4,91.7,90.3,94.3,92.5,92.5,92.5,92.5,632.0,637.0,627.7,625.3,630.1,630.1,630.1,630.1,0,healthy,0.0,125,0
55,34,2560.3,112.8,89.5,5405.0,5401.8,140.6,141.7,89.4,89.2,14.95,14.71,0.109,94.8,92.5,94.0,92.9,93.0,93.0,93.0,93.0,634.7,633.8,624.9,622.8,632.2,632.2,632.2,632.2,0,healthy,0.0,125,0
55,35,2637.9,113.4,87.2,5309.0,5314.6,145.6,141.3,89.0,88.8,14.46,14.46,0.097,88.9,91.3,89.7,89.8,90.5,90.5,90.5,90.5,632.0,626.0,622.1,630.2,625.5,625.5,625.5,625.5,0,healthy,0.0,125,0
55,36,2715.5,114.1,89.1,5385.9,5384.3,140.7,141.6,89.8,88.9,14.66,14.55,0.087,91.9,92.1,90.7,89.7,91.1,91.1,91.1,91.1,626.0,633.6,627.2,632.6,628.0,628.0,628.0,628.0,0,healthy,0.0,125,0
55,37,2793.1,114.8,88.2,5356.3,5350.2,141.5,141.5,86.3,88.7,13.71,14.42,0.095,88.6,89.3,89.7,89.6,89.7,89.7,89.7,89.7,619.1,626.1,623.2,619.3,624.5,624.5,624.5,624.5,0,healthy,0.0,125,0
55,38,2870.7,115.5,89.8,5418.4,5411.3,141.5,141.7,89.7,88.8,14.58,14.49,0.083,90.3,90.2,88.3,90.9,90.1,90.1,90.1,90.1,624.9,622.4,627.0,625.6,626.4,626.4,626.4,626.4,0,healthy,0.0,125,0
